Age,Budget,Interet,Duree,Climat,Destination
64,3276,Aventure,14,Chaud,Paris
35,1137,Plage,2,Froid,New York
26,1861,Nature,2,Tempéré,Le Caire
69,3488,Plage,4,Tempéré,Bali
29,4112,Plage,2,Tempéré,Tokyo
23,4114,Aventure,12,Tempéré,New York
57,3108,Plage,17,Froid,Paris
29,994,Ville,14,Chaud,Le Caire
26,3527,Culture,24,Chaud,Barcelone
50,1646,Plage,11,Chaud,Sydney
43,4258,Plage,8,Chaud,New York
18,3121,Aventure,12,Froid,Sydney
54,4418,Plage,19,Froid,Paris
41,2218,Plage,16,Chaud,Paris
62,4831,Nature,3,Chaud,Tokyo
45,4890,Ville,16,Froid,Bali
23,1204,Aventure,7,Froid,New York
53,2931,Culture,21,Froid,Rio de Janeiro
36,4394,Ville,24,Froid,Paris
45,1220,Nature,5,Chaud,Rio de Janeiro
39,4093,Culture,24,Chaud,Tokyo
64,2572,Plage,7,Chaud,Tokyo
24,2169,Ville,10,Tempéré,Sydney
67,767,Culture,12,Tempéré,Rome
19,1468,Aventure,7,Chaud,Barcelone
22,1880,Nature,6,Froid,Rio de Janeiro
66,4521,Aventure,11,Froid,Rome
59,4762,Culture,14,Chaud,Rio de Janeiro
33,3391,Aventure,26,Tempéré,Rio de Janeiro
36,3484,Aventure,24,Tempéré,New York
24,3034,Culture,7,Froid,Londres
34,2585,Culture,6,Chaud,Rome
49,1404,Nature,20,Froid,New York
56,2513,Culture,29,Tempéré,Rio de Janeiro
30,605,Plage,2,Chaud,Londres
31,3068,Nature,3,Froid,Rio de Janeiro
23,2040,Aventure,23,Tempéré,Le Caire
33,2671,Nature,9,Froid,Barcelone
58,2330,Culture,11,Tempéré,Paris
50,4193,Ville,29,Froid,Tokyo
34,4331,Aventure,11,Tempéré,Tokyo
64,3440,Culture,17,Tempéré,Londres
27,2350,Culture,12,Chaud,Rome
29,1637,Ville,25,Tempéré,Bali
56,3940,Plage,11,Froid,Rome
36,3525,Nature,3,Froid,Rome
47,4446,Aventure,26,Tempéré,Rome
40,1423,Plage,24,Chaud,Barcelone
61,964,Culture,16,Chaud,Barcelone
35,2683,Plage,27,Froid,Rome
68,3927,Aventure,14,Tempéré,New York
55,583,Nature,11,Chaud,Barcelone
60,4629,Aventure,6,Froid,New York
44,4070,Aventure,9,Tempéré,Sydney
34,4527,Ville,12,Tempéré,New York
36,1915,Aventure,22,Chaud,Barcelone
44,602,Ville,16,Froid,Barcelone
41,1832,Aventure,24,Froid,Le Caire
36,4226,Ville,3,Chaud,Tokyo
50,2097,Nature,26,Froid,Paris
48,767,Plage,3,Tempéré,Sydney
49,954,Nature,24,Froid,Rio de Janeiro
23,2578,Aventure,5,Tempéré,Rio de Janeiro
21,1186,Culture,14,Tempéré,Rio de Janeiro
48,4903,Ville,14,Froid,Le Caire
60,2716,Ville,11,Chaud,Rome
61,1077,Nature,13,Tempéré,Le Caire
40,4599,Nature,19,Chaud,Rome
39,4159,Aventure,15,Tempéré,Barcelone
37,3173,Nature,10,Froid,New York
57,4768,Aventure,3,Chaud,Rome
33,1992,Plage,14,Tempéré,Le Caire
18,1767,Ville,28,Chaud,Tokyo
39,2367,Culture,17,Froid,Sydney
39,2865,Nature,15,Froid,Le Caire
46,3112,Plage,16,Froid,Tokyo
51,1660,Nature,15,Tempéré,Barcelone
44,644,Ville,16,Tempéré,Paris
55,2673,Nature,6,Froid,Sydney
57,750,Culture,26,Tempéré,Sydney
39,2354,Plage,5,Tempéré,Barcelone
68,1771,Culture,27,Chaud,Tokyo
19,1375,Aventure,13,Chaud,Londres
24,2647,Nature,19,Tempéré,Bali
69,4154,Culture,11,Chaud,Le Caire
42,1423,Ville,10,Tempéré,Barcelone
59,3679,Culture,10,Froid,Rio de Janeiro
26,1115,Aventure,28,Chaud,Bali
28,3980,Nature,27,Chaud,Tokyo
59,4333,Aventure,21,Chaud,Bali
43,2818,Ville,20,Froid,Barcelone
21,1401,Aventure,28,Chaud,Paris
33,1374,Culture,19,Froid,Le Caire
41,585,Plage,4,Chaud,Tokyo
47,3435,Plage,3,Chaud,Rio de Janeiro
29,653,Plage,28,Chaud,Paris
41,2763,Nature,22,Chaud,Le Caire
55,4208,Plage,4,Tempéré,Sydney
61,2477,Ville,27,Chaud,Sydney
35,3536,Culture,11,Tempéré,Tokyo
63,1269,Nature,15,Chaud,Londres
62,1986,Aventure,17,Tempéré,Barcelone
22,1868,Aventure,19,Froid,Rome
46,2007,Nature,5,Froid,Bali
69,4503,Plage,24,Chaud,Sydney
27,3346,Plage,10,Froid,Le Caire
51,3313,Ville,4,Tempéré,Rome
62,3458,Ville,28,Froid,New York
68,3214,Aventure,15,Froid,Barcelone
49,3373,Ville,22,Froid,Paris
62,3085,Nature,23,Froid,Rio de Janeiro
42,1192,Ville,22,Chaud,Rio de Janeiro
41,2195,Plage,26,Froid,Barcelone
34,3909,Aventure,11,Tempéré,Le Caire
28,933,Nature,17,Chaud,Rome
54,1151,Nature,17,Froid,Tokyo
61,1199,Aventure,17,Chaud,Barcelone
52,1213,Plage,20,Tempéré,New York
55,2941,Plage,8,Tempéré,Paris
22,1103,Nature,16,Tempéré,Paris
53,1774,Plage,23,Chaud,Le Caire
43,3850,Nature,19,Froid,Rio de Janeiro
56,2674,Plage,22,Froid,Bali
41,4287,Aventure,12,Froid,New York
53,2187,Culture,20,Froid,New York
67,896,Nature,8,Froid,Le Caire
52,3536,Nature,9,Chaud,Tokyo
50,1625,Aventure,7,Froid,Tokyo
61,3813,Ville,13,Tempéré,Barcelone
49,2550,Culture,26,Chaud,New York
52,3143,Aventure,21,Chaud,Londres
62,4219,Aventure,11,Tempéré,Rio de Janeiro
29,4364,Culture,5,Froid,Tokyo
59,2149,Aventure,15,Tempéré,New York
57,4874,Aventure,29,Chaud,Barcelone
38,4406,Culture,21,Tempéré,Bali
42,3835,Nature,5,Chaud,Rome
59,1586,Nature,10,Chaud,Bali
51,4237,Nature,29,Tempéré,Sydney
22,4904,Plage,14,Chaud,Rome
52,2807,Aventure,19,Tempéré,Rio de Janeiro
67,1761,Nature,18,Chaud,Rome
69,4093,Ville,5,Froid,Paris
60,4339,Aventure,26,Chaud,Barcelone
38,1373,Plage,24,Tempéré,New York
61,1474,Nature,19,Chaud,Barcelone
61,3311,Aventure,8,Chaud,Sydney
25,622,Aventure,18,Tempéré,Rio de Janeiro
26,3236,Plage,6,Tempéré,Tokyo
64,4507,Nature,22,Tempéré,Sydney
34,1371,Aventure,21,Tempéré,Le Caire
65,2298,Nature,17,Tempéré,Rio de Janeiro
66,4494,Plage,21,Tempéré,Barcelone
62,3003,Ville,5,Chaud,Rome
27,2740,Aventure,3,Froid,Rio de Janeiro
36,765,Plage,17,Tempéré,Londres
24,987,Ville,20,Chaud,Barcelone
51,4031,Nature,3,Tempéré,Londres
32,4394,Culture,2,Froid,Le Caire
31,1546,Aventure,4,Chaud,Rome
65,1779,Nature,3,Tempéré,Londres
64,2168,Plage,9,Froid,Paris
36,3457,Culture,23,Tempéré,Londres
22,1347,Nature,17,Chaud,Paris
20,3179,Aventure,19,Tempéré,Tokyo
56,760,Aventure,24,Froid,Sydney
26,2362,Nature,29,Froid,Londres
55,3584,Ville,17,Chaud,Paris
41,4555,Nature,8,Froid,Paris
34,3574,Ville,29,Tempéré,Rome
62,1053,Ville,14,Tempéré,Rio de Janeiro
25,1739,Plage,21,Froid,Paris
65,4731,Ville,27,Chaud,Le Caire
54,2351,Aventure,22,Froid,Le Caire
61,4430,Aventure,28,Tempéré,Paris
38,4255,Plage,28,Chaud,Le Caire
44,3139,Ville,10,Froid,Tokyo
30,4388,Aventure,23,Froid,Bali
32,2572,Ville,21,Tempéré,Rio de Janeiro
66,2684,Aventure,12,Chaud,New York
32,4472,Culture,4,Tempéré,Tokyo
57,2532,Culture,19,Froid,Londres
65,3518,Aventure,16,Froid,Tokyo
68,2884,Plage,25,Froid,Tokyo
22,4752,Aventure,5,Chaud,Paris
53,2765,Culture,2,Chaud,Bali
25,1489,Aventure,9,Froid,Bali
21,1305,Aventure,10,Tempéré,Barcelone
53,3779,Ville,17,Chaud,Bali
20,1707,Ville,14,Chaud,Sydney
45,4704,Nature,27,Froid,New York
67,1534,Aventure,17,Froid,New York
22,3763,Ville,27,Tempéré,Rio de Janeiro
30,1936,Culture,25,Tempéré,Sydney
50,1231,Ville,2,Chaud,Le Caire
59,3132,Plage,19,Tempéré,Barcelone
40,4536,Aventure,13,Chaud,Bali
63,3115,Ville,8,Froid,Rio de Janeiro
30,531,Aventure,9,Tempéré,Le Caire
22,826,Ville,20,Tempéré,Paris
38,4363,Culture,17,Froid,Rome
46,3146,Ville,14,Froid,Paris
55,4655,Ville,10,Tempéré,New York
25,1034,Plage,20,Froid,Paris
21,2362,Plage,26,Chaud,Rome
41,3336,Ville,8,Tempéré,Rio de Janeiro
56,4811,Nature,26,Froid,Barcelone
18,1149,Ville,21,Chaud,Londres
67,876,Culture,4,Chaud,Rio de Janeiro
62,4106,Culture,3,Chaud,Le Caire
28,1687,Plage,4,Froid,Paris
62,3612,Nature,2,Tempéré,Londres
30,3487,Aventure,3,Tempéré,Tokyo
54,4078,Ville,20,Tempéré,Rio de Janeiro
31,4877,Plage,6,Chaud,New York
31,3700,Ville,19,Tempéré,Barcelone
38,2507,Nature,27,Tempéré,New York
21,3925,Culture,20,Chaud,Rio de Janeiro
55,4531,Nature,25,Froid,Le Caire
62,4740,Culture,23,Froid,Bali
63,2812,Ville,27,Tempéré,New York
46,1145,Nature,2,Tempéré,New York
56,1324,Culture,5,Froid,Bali
69,2248,Culture,17,Chaud,Barcelone
66,4898,Ville,26,Tempéré,Londres
67,4215,Nature,18,Tempéré,Paris
33,833,Plage,11,Froid,Londres
23,793,Nature,26,Chaud,Barcelone
32,1480,Culture,2,Chaud,Le Caire
31,2700,Nature,11,Froid,Le Caire
36,3750,Nature,7,Froid,Le Caire
43,3254,Ville,3,Tempéré,New York
48,3858,Plage,15,Froid,Sydney
25,3859,Culture,26,Chaud,Rome
40,772,Culture,7,Tempéré,Paris
66,2113,Nature,11,Froid,Bali
58,3678,Ville,3,Chaud,Londres
40,1698,Aventure,4,Tempéré,Sydney
34,4570,Plage,9,Froid,New York
21,1997,Aventure,7,Tempéré,Sydney
18,2214,Nature,18,Froid,Tokyo
30,4992,Ville,18,Chaud,Londres
49,2886,Aventure,23,Tempéré,Bali
30,2666,Nature,3,Tempéré,Rio de Janeiro
65,1232,Ville,27,Froid,Bali
34,4004,Plage,14,Chaud,Sydney
46,3046,Aventure,5,Tempéré,Barcelone
64,1364,Nature,12,Chaud,Tokyo
54,651,Nature,14,Froid,Bali
59,1399,Ville,27,Tempéré,Le Caire
55,3121,Ville,4,Chaud,Paris
55,623,Plage,10,Froid,New York
43,1327,Culture,24,Froid,Paris
34,3168,Nature,21,Tempéré,Rome
52,2310,Ville,17,Tempéré,Paris
20,2584,Culture,22,Chaud,Tokyo
27,4856,Aventure,5,Tempéré,Sydney
37,2773,Aventure,4,Froid,Sydney
24,4198,Nature,7,Tempéré,Sydney
53,955,Nature,12,Froid,Barcelone
49,3405,Ville,26,Chaud,Sydney
49,2267,Ville,10,Tempéré,Tokyo
46,2723,Aventure,10,Froid,Barcelone
28,2633,Ville,29,Tempéré,Bali
38,827,Aventure,4,Froid,Rome
39,3649,Ville,2,Chaud,Londres
57,4267,Nature,16,Chaud,Tokyo
40,2312,Nature,5,Tempéré,Londres
53,2818,Ville,6,Chaud,Paris
49,3052,Ville,21,Tempéré,Bali
32,3265,Aventure,6,Chaud,Le Caire
27,4373,Ville,18,Froid,Bali
69,2677,Plage,19,Tempéré,Sydney
60,3843,Ville,19,Froid,Rome
38,2189,Plage,29,Froid,Rome
62,4055,Ville,23,Tempéré,Bali
58,2202,Culture,19,Chaud,Rome
49,3703,Ville,9,Tempéré,Londres
32,4541,Nature,5,Chaud,New York
64,3083,Nature,9,Chaud,New York
66,4267,Plage,19,Tempéré,Rio de Janeiro
63,1421,Nature,24,Tempéré,Bali
35,548,Plage,22,Chaud,Rio de Janeiro
62,1639,Aventure,7,Froid,Rome
60,1443,Aventure,18,Tempéré,Bali
67,3257,Ville,5,Tempéré,New York
66,4153,Ville,14,Chaud,New York
59,1416,Ville,17,Froid,New York
35,4241,Plage,17,Tempéré,Rome
22,741,Aventure,21,Froid,Barcelone
19,3198,Plage,16,Froid,Paris
62,2077,Nature,17,Chaud,New York
38,2645,Ville,8,Froid,Rome
60,2938,Plage,28,Tempéré,Rome
47,2877,Ville,24,Tempéré,Londres
33,2907,Nature,21,Tempéré,Sydney
65,1012,Plage,3,Tempéré,Rome
21,4557,Plage,2,Froid,New York
31,3699,Culture,3,Tempéré,Rio de Janeiro
64,821,Nature,22,Chaud,Sydney
47,2539,Culture,9,Chaud,Le Caire
22,1878,Aventure,23,Froid,Bali
19,4491,Aventure,23,Tempéré,Le Caire
53,2640,Ville,5,Froid,Paris
51,4201,Aventure,14,Tempéré,Bali
41,3496,Ville,24,Froid,Barcelone
48,4829,Ville,12,Chaud,Paris
53,999,Ville,24,Chaud,Rio de Janeiro
24,3003,Culture,8,Froid,Rome
56,4810,Plage,23,Tempéré,Tokyo
19,774,Culture,4,Tempéré,Rome
28,4373,Nature,12,Froid,Rome
47,4142,Culture,26,Tempéré,Rio de Janeiro
49,4449,Ville,4,Chaud,Tokyo
56,3208,Plage,6,Chaud,Barcelone
30,2024,Ville,7,Froid,Rome
67,3837,Nature,22,Chaud,Barcelone
22,655,Ville,23,Tempéré,New York
64,4071,Plage,2,Tempéré,Le Caire
33,3234,Nature,19,Tempéré,Rio de Janeiro
18,4593,Culture,20,Froid,Paris
53,1790,Ville,6,Chaud,Sydney
52,3113,Plage,29,Chaud,Tokyo
43,4292,Plage,11,Tempéré,Barcelone
36,3170,Nature,18,Chaud,Bali
51,1438,Aventure,28,Froid,New York
56,2392,Plage,25,Chaud,New York
43,3476,Culture,10,Froid,Sydney
31,4815,Culture,25,Tempéré,Rome
46,901,Aventure,15,Froid,Le Caire
44,2256,Ville,25,Froid,Londres
51,557,Aventure,12,Tempéré,Sydney
40,3074,Ville,5,Froid,Bali
42,1992,Ville,15,Froid,Bali
58,2939,Plage,4,Tempéré,Tokyo
63,1732,Nature,11,Tempéré,Tokyo
53,4818,Ville,17,Tempéré,Sydney
19,1474,Plage,10,Chaud,Londres
24,4472,Aventure,29,Chaud,New York
21,3591,Plage,28,Tempéré,Londres
24,4258,Culture,25,Froid,Le Caire
35,840,Culture,24,Chaud,Sydney
29,1903,Nature,25,Tempéré,Barcelone
22,3759,Plage,29,Chaud,Paris
68,4237,Nature,12,Tempéré,Bali
60,781,Nature,10,Tempéré,Paris
67,2052,Plage,26,Froid,Rome
53,2388,Ville,27,Chaud,Rio de Janeiro
22,1269,Ville,14,Chaud,Rio de Janeiro
38,3601,Nature,5,Chaud,Paris
51,4479,Nature,11,Froid,Londres
56,3084,Aventure,7,Froid,Londres
26,4934,Plage,11,Froid,New York
52,1514,Culture,25,Chaud,Tokyo
24,3119,Nature,9,Tempéré,Rome
68,4876,Ville,18,Chaud,Paris
61,1413,Aventure,4,Tempéré,Bali
22,1390,Nature,10,Chaud,New York
32,2153,Plage,3,Tempéré,Barcelone
30,4862,Culture,26,Froid,Londres
36,2519,Ville,28,Chaud,New York
64,3483,Nature,10,Chaud,Le Caire
23,4437,Aventure,14,Froid,New York
55,2060,Culture,10,Chaud,Rio de Janeiro
54,2848,Plage,12,Tempéré,Londres
27,849,Culture,26,Tempéré,Sydney
38,3178,Nature,13,Froid,Londres
39,912,Nature,9,Froid,Barcelone
63,715,Plage,29,Tempéré,New York
56,963,Aventure,18,Tempéré,Bali
43,3127,Ville,19,Chaud,Barcelone
51,1159,Culture,15,Froid,Paris
33,2471,Aventure,19,Tempéré,New York
69,3632,Nature,12,Chaud,Rome
27,3423,Ville,15,Chaud,Bali
26,3443,Plage,17,Chaud,New York
25,3917,Ville,13,Froid,Londres
52,2934,Aventure,8,Chaud,Barcelone
69,4820,Plage,19,Froid,Barcelone
45,2288,Nature,2,Tempéré,Barcelone
36,3103,Plage,15,Froid,New York
63,1761,Nature,16,Chaud,Bali
69,1849,Aventure,20,Chaud,Bali
66,1100,Culture,15,Froid,Le Caire
60,2382,Culture,12,Chaud,Rome
46,4229,Ville,29,Chaud,Paris
37,2549,Plage,10,Chaud,Rome
20,1878,Plage,29,Tempéré,Barcelone
63,687,Ville,19,Chaud,Rio de Janeiro
36,2170,Aventure,13,Chaud,Barcelone
36,1691,Culture,11,Tempéré,Sydney
41,1970,Culture,6,Tempéré,Rome
31,1128,Ville,29,Tempéré,Rome
50,1933,Culture,10,Tempéré,Le Caire
55,2065,Aventure,13,Froid,Rio de Janeiro
19,3934,Culture,25,Chaud,Paris
31,3301,Plage,10,Froid,Barcelone
39,3367,Ville,10,Froid,Tokyo
46,3677,Culture,15,Froid,Londres
57,2281,Plage,25,Chaud,Rome
34,1590,Plage,13,Chaud,Rome
33,3361,Culture,23,Chaud,Rome
25,3333,Ville,25,Tempéré,Tokyo
23,4536,Ville,4,Tempéré,Tokyo
60,2162,Culture,21,Chaud,Le Caire
27,2913,Nature,12,Chaud,New York
19,2806,Culture,28,Tempéré,Rome
29,4033,Aventure,11,Froid,Tokyo
69,3651,Plage,29,Chaud,Sydney
58,4635,Culture,23,Chaud,New York
31,3325,Nature,19,Tempéré,Barcelone
53,1960,Culture,28,Tempéré,Paris
53,1436,Plage,8,Chaud,Paris
69,2203,Ville,28,Tempéré,Rome
36,2265,Ville,11,Chaud,Bali
29,1384,Nature,27,Tempéré,Paris
32,630,Culture,2,Tempéré,Rome
43,1916,Culture,28,Froid,Rio de Janeiro
66,4044,Nature,11,Chaud,Bali
59,3475,Ville,4,Froid,Rio de Janeiro
36,3388,Nature,6,Froid,Tokyo
65,1636,Plage,26,Tempéré,Rio de Janeiro
34,530,Culture,16,Tempéré,Londres
53,2617,Plage,5,Tempéré,Londres
33,4610,Culture,4,Froid,Tokyo
30,3729,Plage,17,Tempéré,Le Caire
46,1282,Ville,18,Froid,Rio de Janeiro
51,1658,Nature,16,Chaud,Barcelone
68,2355,Aventure,23,Froid,Rio de Janeiro
60,4246,Nature,10,Chaud,Londres
42,2402,Aventure,21,Froid,New York
33,2758,Ville,8,Tempéré,Rome
38,4177,Nature,14,Froid,Rome
34,1437,Nature,16,Chaud,Paris
33,4042,Ville,3,Tempéré,Londres
24,1204,Aventure,22,Chaud,Sydney
69,761,Plage,3,Froid,Barcelone
56,2251,Culture,13,Tempéré,Londres
20,4977,Nature,29,Froid,Londres
43,4367,Ville,7,Tempéré,Tokyo
65,4011,Ville,29,Froid,Tokyo
62,3040,Plage,26,Chaud,New York
43,2192,Nature,7,Chaud,Le Caire
57,3702,Ville,3,Tempéré,Tokyo
32,4081,Nature,14,Tempéré,Sydney
59,1875,Plage,19,Chaud,Bali
34,2566,Nature,20,Froid,Sydney
60,4035,Culture,9,Tempéré,Paris
43,3706,Aventure,10,Froid,Barcelone
42,4842,Aventure,21,Chaud,Le Caire
43,2278,Plage,20,Chaud,Barcelone
53,3597,Aventure,3,Tempéré,Barcelone
27,4773,Aventure,2,Tempéré,Rome
18,668,Culture,8,Chaud,Londres
69,4764,Ville,19,Tempéré,Tokyo
40,2672,Culture,4,Chaud,Sydney
51,2309,Plage,22,Tempéré,Barcelone
58,976,Nature,16,Chaud,Sydney
61,3124,Plage,6,Froid,Sydney
43,2626,Aventure,9,Tempéré,Sydney
67,3477,Culture,17,Chaud,Bali
58,1295,Nature,21,Froid,New York
28,4755,Culture,8,Chaud,Sydney
21,619,Nature,18,Tempéré,Rio de Janeiro
41,3366,Ville,11,Froid,Rome
28,1079,Culture,22,Chaud,New York
34,4364,Plage,12,Chaud,Sydney
62,4906,Culture,4,Tempéré,Le Caire
66,692,Ville,8,Chaud,Bali
37,2237,Aventure,20,Tempéré,Londres
46,3358,Aventure,4,Chaud,Tokyo
55,4937,Culture,8,Tempéré,Tokyo
28,3290,Ville,17,Chaud,Bali
50,650,Aventure,3,Chaud,Rio de Janeiro
47,4601,Plage,22,Tempéré,Paris
21,1501,Culture,8,Chaud,Barcelone
67,2853,Plage,7,Tempéré,Tokyo
18,2953,Plage,21,Froid,Bali
65,2827,Culture,16,Tempéré,Le Caire
59,1815,Ville,25,Chaud,Tokyo
31,4498,Plage,21,Tempéré,New York
28,2595,Culture,22,Tempéré,Rio de Janeiro
40,2452,Culture,14,Chaud,Paris
67,3613,Culture,10,Froid,Le Caire
20,4185,Aventure,9,Froid,Barcelone
23,4780,Culture,14,Tempéré,Le Caire
34,4568,Ville,14,Tempéré,Rio de Janeiro
41,1208,Plage,12,Tempéré,Barcelone
67,2986,Culture,23,Froid,Londres
40,2863,Nature,21,Chaud,Londres
42,2622,Ville,8,Tempéré,Le Caire
37,2425,Aventure,13,Froid,Londres
19,2159,Ville,26,Tempéré,Rio de Janeiro
29,587,Nature,5,Froid,Le Caire
65,2847,Ville,5,Chaud,New York
29,707,Nature,7,Froid,Rome
38,2021,Nature,21,Tempéré,New York
47,4206,Ville,4,Chaud,Sydney
56,3275,Ville,26,Tempéré,Rio de Janeiro
67,628,Plage,29,Tempéré,Tokyo
20,3877,Plage,27,Chaud,Londres
36,4264,Nature,17,Chaud,Barcelone
44,639,Plage,12,Froid,Tokyo
26,4456,Plage,23,Chaud,Rome
38,3556,Ville,17,Froid,Rio de Janeiro
42,4725,Culture,9,Tempéré,Le Caire
68,665,Plage,27,Chaud,Bali
36,1441,Ville,4,Froid,Londres
56,1867,Nature,5,Tempéré,Tokyo
43,1295,Aventure,20,Tempéré,Rio de Janeiro
19,2171,Aventure,10,Chaud,Rome
66,2623,Nature,5,Tempéré,Tokyo
58,627,Plage,22,Chaud,Rio de Janeiro
58,3302,Ville,9,Chaud,Rome
45,4241,Ville,5,Froid,Bali
29,4039,Plage,23,Froid,Londres
68,2674,Nature,17,Froid,Londres
57,2570,Nature,21,Chaud,Tokyo
30,3821,Culture,29,Froid,Londres
42,2569,Nature,5,Tempéré,Tokyo
58,663,Culture,26,Chaud,Sydney
51,3227,Culture,29,Chaud,Rio de Janeiro
67,4193,Culture,27,Froid,Bali
54,3922,Ville,24,Tempéré,Paris
55,4348,Culture,21,Froid,New York
20,3814,Nature,23,Tempéré,Barcelone
20,1807,Plage,8,Chaud,Sydney
38,3991,Ville,9,Froid,Barcelone
18,1811,Plage,16,Froid,Bali
64,896,Ville,20,Froid,Le Caire
65,3170,Ville,6,Froid,Londres
36,512,Aventure,20,Froid,Le Caire
51,4073,Ville,17,Chaud,Rome
39,1594,Culture,3,Tempéré,Tokyo
62,592,Culture,11,Chaud,Londres
32,4981,Culture,19,Chaud,Paris
57,1658,Aventure,20,Tempéré,Bali
51,1067,Ville,24,Chaud,Barcelone
59,2631,Nature,25,Chaud,Rio de Janeiro
47,1238,Plage,14,Chaud,Paris
23,1463,Aventure,21,Chaud,Rio de Janeiro
62,3808,Ville,25,Froid,Barcelone
51,3534,Nature,2,Chaud,New York
22,4654,Ville,18,Froid,Tokyo
47,4467,Culture,3,Chaud,Tokyo
28,2646,Nature,7,Tempéré,Tokyo
69,4161,Plage,14,Tempéré,Le Caire
46,2617,Culture,8,Chaud,Barcelone
33,4460,Nature,22,Tempéré,New York
69,1913,Ville,14,Froid,Bali
49,862,Nature,11,Chaud,Bali
47,1521,Aventure,25,Tempéré,Bali
69,2864,Nature,14,Tempéré,Sydney
55,894,Aventure,28,Froid,Sydney
42,3047,Ville,15,Chaud,Le Caire
36,873,Ville,12,Tempéré,Paris
46,561,Culture,19,Chaud,Tokyo
54,4091,Plage,27,Froid,Bali
28,2042,Ville,21,Tempéré,Sydney
31,4993,Ville,24,Froid,Barcelone
62,1079,Ville,14,Chaud,New York
39,1668,Ville,14,Chaud,Londres
55,3588,Plage,16,Chaud,Bali
26,2972,Culture,12,Chaud,New York
66,4548,Ville,26,Chaud,Le Caire
54,914,Culture,3,Froid,Rio de Janeiro
43,4485,Nature,22,Froid,Londres
35,3480,Culture,18,Tempéré,Sydney
22,2738,Culture,10,Tempéré,Tokyo
53,3047,Culture,4,Froid,Sydney
47,3570,Culture,3,Tempéré,Le Caire
66,3493,Plage,19,Tempéré,Bali
37,4052,Nature,6,Froid,New York
51,2041,Plage,10,Froid,Londres
23,2584,Plage,17,Froid,Le Caire
63,1164,Plage,17,Chaud,Barcelone
40,3604,Ville,22,Froid,Rome
62,1806,Aventure,20,Chaud,New York
35,4640,Ville,19,Chaud,Sydney
37,4978,Ville,12,Froid,Rome
62,1883,Nature,17,Froid,Sydney
63,3605,Aventure,12,Froid,Barcelone
49,4761,Nature,5,Tempéré,Barcelone
60,885,Ville,15,Tempéré,Rio de Janeiro
50,2566,Aventure,28,Chaud,Sydney
29,4798,Aventure,6,Froid,Le Caire
42,1057,Aventure,28,Tempéré,Londres
49,1536,Nature,26,Tempéré,Bali
59,2051,Nature,14,Froid,Barcelone
40,702,Culture,2,Chaud,Bali
38,3729,Aventure,13,Froid,Paris
57,1328,Nature,27,Tempéré,Le Caire
44,2757,Culture,3,Tempéré,Rio de Janeiro
56,4179,Ville,8,Froid,Bali
64,4588,Aventure,13,Tempéré,Le Caire
53,968,Ville,9,Tempéré,Le Caire
24,827,Plage,20,Froid,Tokyo
62,775,Plage,3,Chaud,Sydney
55,1862,Ville,19,Tempéré,Paris
24,3336,Plage,25,Chaud,Tokyo
52,4907,Ville,15,Froid,Barcelone
63,1995,Culture,21,Chaud,New York
25,2664,Plage,22,Tempéré,Bali
24,3600,Culture,25,Tempéré,New York
61,4337,Nature,28,Froid,Sydney
50,2645,Nature,16,Chaud,Londres
45,1087,Nature,11,Froid,New York
60,2467,Nature,10,Froid,Tokyo
26,3637,Aventure,17,Froid,Bali
54,3285,Culture,16,Tempéré,New York
61,3850,Ville,5,Froid,New York
58,1947,Culture,13,Chaud,Paris
68,2061,Ville,28,Froid,Tokyo
56,4510,Nature,5,Chaud,Paris
64,2849,Aventure,16,Tempéré,Bali
24,1816,Ville,11,Froid,Londres
48,2352,Plage,17,Froid,Le Caire
27,3228,Plage,7,Tempéré,New York
25,1823,Ville,2,Tempéré,Paris
68,2832,Ville,4,Tempéré,Sydney
40,4751,Ville,28,Tempéré,Paris
65,1463,Aventure,26,Froid,Le Caire
22,2805,Culture,5,Tempéré,Rio de Janeiro
59,2993,Ville,25,Froid,Barcelone
43,4066,Nature,25,Tempéré,Barcelone
59,2952,Aventure,21,Tempéré,Tokyo
34,3163,Aventure,25,Tempéré,Rio de Janeiro
59,2251,Culture,8,Tempéré,Bali
26,1400,Ville,19,Chaud,Paris
25,1492,Aventure,6,Froid,Rome
30,3672,Culture,17,Froid,Rome
36,1455,Culture,29,Froid,Barcelone
46,2458,Aventure,13,Chaud,Le Caire
25,3469,Culture,18,Tempéré,Tokyo
23,3711,Aventure,11,Chaud,Londres
67,2318,Ville,17,Froid,Paris
43,4412,Plage,17,Tempéré,Bali
28,1825,Aventure,12,Tempéré,Sydney
68,2273,Plage,11,Froid,Barcelone
28,2922,Culture,21,Froid,Barcelone
61,2215,Ville,6,Chaud,Paris
38,1444,Culture,24,Froid,Tokyo
57,3835,Plage,21,Froid,New York
31,3401,Nature,13,Froid,New York
54,1486,Nature,5,Tempéré,Londres
52,4886,Aventure,13,Chaud,Paris
47,4397,Ville,29,Froid,Rome
54,1377,Aventure,6,Chaud,Sydney
33,1370,Nature,5,Chaud,Londres
56,3904,Plage,2,Tempéré,New York
64,555,Culture,14,Chaud,Sydney
24,3527,Nature,15,Froid,Rome
65,1090,Nature,4,Chaud,New York
43,3828,Aventure,28,Chaud,New York
18,4870,Plage,26,Froid,Le Caire
24,987,Culture,3,Froid,New York
62,2049,Nature,13,Tempéré,New York
